Sr.No,Stock,Sector,Shares Held or Principal Amt,Market Value,% of Portfolio,Previous % of Portfolio,Ranked,Change in Shares,% Change,% Ownership,Qtr 1st Owned,Estimated Avg Price Paid,Quarter End Price,Recent Price,Source,Source Date,Date Reported
5080,CMAXW,,164258,247000,0,,5021,"85,740",-0.34,,Q4 2020,,,,13F,2036-02-26,2036-04-08
5081,VOOG,FINANCE,892,246000,0,,5022,763,5.91,,Q4 2015,254.32,275.65,221.09,13F,2036-02-27,2036-04-09
5082,NGD,MATERIALS,135863,245000,0,,5023,"24,155",0.21,0.0002,Q1 2021,1.24,1.8,0.74,13F,2036-02-28,2036-04-10
5083,NVNO,HEALTH CARE,38441,244000,0,,5024,"1,078",0.02,0.0041,Q2 2021,6.72,6.37,5,13F,2036-02-29,2036-04-11
5084,TGS,UTILITIES AND TELECOMMUNICATIONS,34551,242000,0,,5025,"3,414",-0.08,0.0005,Q1 2017,13.71,7.01,4.81,13F,2036-03-01,2036-04-12
5085,PTRS,FINANCE,26297,242000,0,,5026,130,,0.0015,Q2 2020,8.4,9.21,9.07,13F,2036-03-02,2036-04-13
5086,CTHR,CONSUMER DISCRETIONARY,151678,238000,0,,5027,"2,844",-0.01,0.0049,Q1 2017,2.72,1.57,1.28,13F,2036-03-03,2036-04-14
5087,AUBN,FINANCE,7142,237000,0,,5028,237,-0.03,0.002,Q1 2017,52.38,33.21,26.26,13F,2036-03-04,2036-04-15
5088,TPGY.WS,,368621,237000,0,,5029,"3,829",-0.01,,Q1 2021,,,,13F,2036-03-05,2036-04-16
5089,UBOH,FINANCE,7378,236000,0,,5030,645,-0.08,0.0023,Q1 2017,33.14,32.02,26,13F,2036-03-06,2036-04-17
5090,GWX,FINANCE,6715,236000,0,,5031,No Change,0,,Q2 2019,37.34,35.16,28.18,13F,2036-03-07,2036-04-18
5091,ELDN,HEALTH CARE,59547,235000,0,,5032,"3,619",-0.05,0.0043,Q1 2015,63.52,3.94,3.04,13F,2036-03-08,2036-04-19
5092,IJT,FINANCE,1875,234000,0,,5033,3,,,Q4 2015,86.78,125.1,105.21,13F,2036-03-09,2036-04-20
5093,MDWT,FINANCE,13991,234000,0,,5034,324,-0.02,0.0037,Q1 2021,27.81,16.75,11.71,13F,2036-03-10,2036-04-21
5094,EMCF,FINANCE,6192,233000,0,,5035,767,-0.11,0.0023,Q1 2017,29.15,37.52,34.3,13F,2036-03-11,2036-04-22
5095,SFBC,FINANCE,6067,232000,0,,5036,230,-0.03,0.0023,Q1 2017,43.67,38.1,37.76,13F,2036-03-12,2036-04-23
5096,FRD,MATERIALS,26318,231000,0,,5037,520,-0.01,0.0038,Q1 2017,10.01,8.81,7.28,13F,2036-03-13,2036-04-24
5097,GTIM,CONSUMER DISCRETIONARY,65989,231000,0,,5038,"1,053",-0.01,0.0053,Q1 2017,3.55,3.5,2.93,13F,2036-03-14,2036-04-25
5098,CEMI,HEALTH CARE,282538,231000,0,,5039,"4,661",0.01,0.0093,Q1 2017,3.33,0.82,0.79,13F,2036-03-15,2036-04-26
5099,SCHM,FINANCE,3016,229000,0,,5040,537,-0.15,,Q4 2015,67.72,75.86,62.58,13F,2036-03-16,2036-04-27
5100,LUCD,HEALTH CARE,67565,227000,0,,5041,"10,636",0.18,0.0018,Q4 2021,5.05,3.36,2.65,13F,2036-03-17,2036-04-28
5101,CLXT,HEALTH CARE,217132,226000,0,,5042,"1,224",,0.0051,Q3 2017,15.32,1.04,0.22,13F,2036-03-18,2036-04-29
5102,SMTI,,7941,226000,0,,5043,387,-0.04,,Q2 2021,,,,13F,2036-03-19,2036-04-30
5103,NICK,FINANCE,22045,225000,0,,5044,459,-0.02,0.0017,Q1 2017,10.24,10.25,9.83,13F,2036-03-20,2036-05-01
5104,AIRT,TRANSPORTS,9939,225000,0,,5045,20,,0.0035,Q4 2015,15.94,22.75,14.39,13F,2036-03-21,2036-05-02
5105,GNCA,HEALTH CARE,180367,225000,0,,5046,"5,076",-0.02,0.0031,Q1 2017,14.96,1.25,,13F,2036-03-22,2036-05-03
5106,VRAR,INFORMATION TECHNOLOGY,35277,225000,0,,5047,"11,545",-0.24,0.0028,Q3 2021,9.6,6.39,4.1,13F,2036-03-23,2036-05-04
5107,VIG,FINANCE,1378,224000,0,,5048,137,-0.09,,Q4 2015,124.13,162.16,142.97,13F,2036-03-24,2036-05-05
5108,IMNM,HEALTH CARE,39568,224000,0,,5049,"1,071",-0.02,0.0033,Q4 2020,21.01,5.68,3.84,13F,2036-03-25,2036-05-06
5109,YTEN,HEALTH CARE,42014,223000,0,,5050,522,-0.01,0.0086,Q1 2017,20,5.3,2.61,13F,2036-03-26,2036-05-07
5110,LWAY,CONSUMER STAPLES,31104,223000,0,,5051,"1,747",-0.05,0.002,Q1 2016,7.07,7.22,4.78,13F,2036-03-27,2036-05-08
5111,ACU,CONSUMER DISCRETIONARY,6535,221000,0,,5052,311,-0.04,0.0019,Q1 2017,31.15,33.75,29.53,13F,2036-03-28,2036-05-09
5112,QLGN,HEALTH CARE,334675,221000,0,,5053,"9,632",0.02,0.0086,Q1 2017,30.7,0.66,0.48,13F,2036-03-29,2036-05-10
5113,CELU,FINANCE,25305,221000,0,,5054,No Change,0,0.0002,Q3 2021,7.08,8.71,3.97,13F,2036-03-30,2036-05-11
5114,AXR,INDUSTRIALS,16327,220000,0,,5055,697,0.04,0.0022,Q1 2017,11.68,13.52,11.2,13F,2036-03-31,2036-05-12
5115,FFBW,FINANCE,18086,219000,0,,5056,747,-0.03,0.0029,Q4 2019,11.13,12.08,12.02,13F,2036-04-01,2036-05-13
5116,TPBAW,,499930,219000,0,,5057,3,,,Q4 2021,,,,13F,2036-04-02,2036-05-14
5117,PEGY,INFORMATION TECHNOLOGY,34753,218000,0,,5058,198,,0.0047,Q1 2017,44.8,6.26,2.38,13F,2036-04-03,2036-05-15
5118,SYPR,INDUSTRIALS,80858,218000,0,,5059,"1,224",-0.01,0.0366,Q1 2017,2.37,2.69,2.09,13F,2036-04-04,2036-05-16
5119,PTE,INFORMATION TECHNOLOGY,35334.24,217000,0,,5060,6,,0.1979,Q1 2017,6.35,6.25,1.57,13F,2036-04-05,2036-05-17
5120,CHRA,INDUSTRIALS,43517,217000,0,,5061,"1,666",-0.03,0.0013,Q3 2018,6.31,4.99,4.3,13F,2036-04-06,2036-05-18
5121,LMB,INDUSTRIALS,31261,216000,0,,5062,"1,169",-0.03,0.003,Q2 2017,9.15,6.95,5.38,13F,2036-04-07,2036-05-19
5122,KFS,FINANCE,38384,211000,0,,5063,"1,125",-0.02,0.0016,Q2 2019,4.38,5.5,5.96,13F,2036-04-08,2036-05-20
5123,PBHC,FINANCE,9394,206000,0,,5064,254,-0.02,0.002,Q1 2017,15.62,21.98,19.13,13F,2036-04-09,2036-05-21
5124,VLRS,TRANSPORTS,11267,205000,0,,5065,62,,0.0001,Q1 2021,15.99,18.19,9.26,13F,2036-04-10,2036-05-22
5125,AGIL,FINANCE,45012,205000,0,,5066,"3,337",0.08,0.0009,Q4 2021,4.71,4.55,4.83,13F,2036-04-11,2036-05-23
5126,HCICW,,512641,205000,0,,5067,No Change,0,0.0594,Q2 2021,2.44,0.4,0.19,13F,2036-04-12,2036-05-24
5127,OPRA,COMMUNICATIONS,34419,203000,0,,5068,"4,763",-0.12,0.0003,Q3 2020,9.59,5.91,4.75,13F,2036-04-13,2036-05-25
5128,GTE,ENERGY,128674,202000,0,,5069,"26,105",0.25,0.0003,Q1 2021,0.91,1.57,1.06,13F,2036-04-14,2036-05-26
5129,IMRA,HEALTH CARE,107396,202000,0,,5070,"3,601",0.03,0.0041,Q2 2020,19.72,1.88,1.17,13F,2036-04-15,2036-05-27
5130,BMEZ,FINANCE,10000,201000,0,,5071,No Change,0,0.0001,Q1 2020,17.9,20.06,16.02,13F,2036-04-16,2036-05-28
5131,TUR,FINANCE,9641,200000,0,,5072,614,-0.05,,Q1 2017,27.22,20.7,17.89,13F,2036-04-17,2036-05-29
5132,TARA,HEALTH CARE,38916,200000,0,,5073,"1,224",-0.03,0.0035,Q1 2017,26.21,5.11,3.15,13F,2036-04-18,2036-05-30
5133,CEPU,UTILITIES AND TELECOMMUNICATIONS,49139,198000,0,,5074,"4,609",-0.08,0.0003,Q1 2018,7.17,4.03,3.14,13F,2036-04-19,2036-05-31
5134,FORTY,INFORMATION TECHNOLOGY,1956,197000,0,,5075,173,0.09,0.0001,Q1 2021,100.55,100.69,100.45,13F,2036-04-20,2036-06-01
5135,GRVY,INFORMATION TECHNOLOGY,3898,197000,0,,5076,"4,844",-0.55,0.0006,Q1 2021,94.85,50.62,47.59,13F,2036-04-21,2036-06-02
5136,CRWS,CONSUMER DISCRETIONARY,30070,196000,0,,5077,"1,059",-0.03,0.003,Q1 2017,7.23,6.51,6.46,13F,2036-04-22,2036-06-03
5137,SELF,FINANCE,34971,196000,0,,5078,"1,290",-0.03,,Q1 2017,4.87,5.6,5.49,13F,2036-04-23,2036-06-04
5138,SIEB,FINANCE,89447,194000,0,,5079,909,-0.01,0.0028,Q2 2017,9.42,2.16,1.5,13F,2036-04-24,2036-06-05
5139,MGYR,FINANCE,16318,193000,0,,5080,"7,067",0.76,0.0023,Q1 2017,11.54,11.8,11.84,13F,2036-04-25,2036-06-06
5140,AEYE,REAL ESTATE,28416,193000,0,,5081,"3,202",-0.1,0.0025,Q2 2019,14.63,6.81,5.89,13F,2036-04-26,2036-06-07
5141,DAIO,INFORMATION TECHNOLOGY,45231,192000,0,,5082,810,-0.01,0.0052,Q1 2017,6.7,4.25,3,13F,2036-04-27,2036-06-08
5142,BKSC,FINANCE,10256,191000,0,,5083,485,-0.04,0.0018,Q1 2017,20.06,18.62,17.43,13F,2036-04-28,2036-06-09
5143,PEARW,,242365,191000,0,,5084,"1,643",,,Q4 2021,,,,13F,2036-04-29,2036-06-10
5144,CPHC,CONSUMER DISCRETIONARY,8370,188000,0,,5085,437,-0.04,0.0017,Q1 2017,14.37,22.52,24.59,13F,2036-04-30,2036-06-11
5145,RNGR,INDUSTRIALS,18347,188000,0,,5086,"6,652",-0.26,0.0007,Q3 2017,7.12,10.25,9.41,13F,2036-05-01,2036-06-12
5146,IAG,MATERIALS,53670,187000,0,,5087,"4,862",-0.08,0.0001,Q1 2021,2.62,3.48,1.38,13F,2036-05-02,2036-06-13
5147,ICLN,ENERGY,8594,185000,0,,5088,421,0.05,,Q1 2018,17.79,21.52,19.13,13F,2036-05-03,2036-06-14
5148,VBR,FINANCE,1039,183000,0,,5089,26,0.02,,Q4 2015,130.58,175.94,148.32,13F,2036-05-04,2036-06-15
5149,EYEN,HEALTH CARE,60040,183000,0,,5090,"1,896",0.03,0.0018,Q1 2018,4.51,3.05,1.74,13F,2036-05-05,2036-06-16
5150,LHDX,,51468,183000,0,,5091,"8,131",0.18,0.0013,Q1 2021,8.94,3.57,3.01,13F,2036-05-06,2036-06-17
5151,BTCY,HEALTH CARE,80242,182000,0,,5092,No Change,0,0.0016,Q4 2021,3.98,2.27,1.35,13F,2036-05-07,2036-06-18
5152,TX,MATERIALS,3945,180000,0,,5093,473,-0.1,0,Q2 2016,25.39,45.65,30.76,13F,2036-05-08,2036-06-19
5153,BAK,MATERIALS,9676,180000,0,,5094,No Change,0,,Q1 2021,,,,13F,2036-05-09,2036-06-20
5154,PRPH,HEALTH CARE,25820,180000,0,,5095,889,-0.03,0.0017,Q1 2017,6.14,7,13.74,13F,2036-05-10,2036-06-21
5155,HYRE,INFORMATION TECHNOLOGY,294484,179635,0,0,5096,"841,232",-0.74,0.0135,-,,,0.75,13G,2036-05-11,2036-06-22
5156,IO,ENERGY,203401,178000,0,,5097,"3,105",-0.01,0.0069,Q1 2017,14.57,0.87,0.1,13F,2036-05-12,2036-06-23
5157,ARKR,CONSUMER DISCRETIONARY,9678,178000,0,,5098,"1,094",-0.1,0.0027,Q1 2017,23.61,18.47,19.39,13F,2036-05-13,2036-06-24
5158,BRN,ENERGY,68867,177000,0,,5099,No Change,0,0.0069,Q1 2017,1.92,2.57,2.24,13F,2036-05-14,2036-06-25
5159,APDN,INFORMATION TECHNOLOGY,83024,177000,0,,5100,"5,946",0.07,0.0111,Q1 2017,80.82,2.14,0.91,13F,2036-05-15,2036-06-26
5160,GIIX,FINANCE,17801,177000,0,0,5101,"1,683,409",-0.98,0.0005,Q4 2021,10.2,9.95,9.84,13F,2036-05-16,2036-06-27
5161,SRLN,FINANCE,3905,176000,0,0,5102,"1,812,277",-0.99,,Q2 2021,46.29,44.96,41.62,13F,2036-05-17,2036-06-28
5162,HTPA.WS,,568011,176000,0,,5103,"568,011",,,Q1 2022,,,,13F,2036-05-18,2036-06-29
5163,CVUA,INDUSTRIALS,59273,175000,0,,5104,"6,386",-0.09,0.0048,Q1 2017,4.42,2.95,1.35,13F,2036-05-19,2036-06-30
5164,OSS,INFORMATION TECHNOLOGY,45675,175000,0,,5105,"1,798",-0.03,0.0023,Q1 2018,3.02,3.82,3.91,13F,2036-05-20,2036-07-01
5165,INTG,REAL ESTATE,3352,174000,0,,5106,"5,413",-0.61,0.0015,Q1 2017,49.44,52,45.7,13F,2036-05-21,2036-07-02
5166,HSTO,HEALTH CARE,34911.7,174000,0,,5107,No Change,0,0.014,Q4 2016,1.62,5,3.07,13F,2036-05-22,2036-07-03
5167,LIQT,INDUSTRIALS,70421,172000,0,,5108,"10,272",-0.12,0.0033,Q4 2015,5,2.45,0.49,13F,2036-05-23,2036-07-04
5168,STRN,COMMUNICATIONS,98545,172000,0,,5109,"95,263",29.02,0.0049,Q4 2021,1.89,1.75,1.59,13F,2036-05-24,2036-07-05
5169,ALJJ,MATERIALS,65490,171000,0,,5110,"7,087",-0.09,0.0015,Q2 2016,1.96,2.62,2.03,13F,2036-05-25,2036-07-06
5170,NYMX,HEALTH CARE,135485,171000,0,,5111,175,,0.0015,Q1 2017,3.55,1.26,0.22,13F,2036-05-26,2036-07-07
5171,LIVE,INFORMATION TECHNOLOGY,3899,171000,0,,5112,153,-0.03,0.0013,Q1 2017,52.4,43.88,29,13F,2036-05-27,2036-07-08
5172,UPH,FINANCE,143392,169000,0,,5113,No Change,0,0.001,Q4 2021,2.24,1.18,0.49,13F,2036-05-28,2036-07-09
5173,CBIO,HEALTH CARE,253585,168000,0,,5114,"3,699",-0.01,0.0081,Q1 2017,6.27,0.66,1.74,13F,2036-05-29,2036-07-10
5174,LOMA,INDUSTRIALS,29335,168000,0,,5115,"47,231",-0.61,0.0003,Q4 2017,11.32,5.72,4.76,13F,2036-05-30,2036-07-11
5175,BXSL,FINANCE,6025,168000,0,,5116,"6,025",,0,Q1 2022,27.88,27.88,23.33,13F,2036-05-31,2036-07-12
5176,TCBC,FINANCE,11876,167000,0,,5117,"1,905",-0.13,0.0024,Q3 2021,13.93,14.11,13.66,13F,2036-06-01,2036-07-13
5177,SSKN,HEALTH CARE,112645,166000,0,,5118,"2,970",-0.02,0.0032,Q4 2015,8.32,1.47,1.08,13F,2036-06-02,2036-07-14
5178,NURO,HEALTH CARE,40050,166000,0,,5119,"2,000",0.05,0.0056,Q1 2017,20.95,4.16,3.81,13F,2036-06-03,2036-07-15
5179,AKU,HEALTH CARE,149433,166000,0,,5120,"7,997",-0.05,0.0017,Q2 2021,3.11,1.11,0.52,13F,2036-06-04,2036-07-16
5180,BOTJ,FINANCE,11057,165000,0,,5121,534,-0.04,0.0023,Q1 2017,15.87,14.89,12,13F,2036-06-05,2036-07-17
5181,ALIM,HEALTH CARE,29324,165000,0,,5122,729,-0.02,0.0042,Q1 2017,-21.54,5.6,5.13,13F,2036-06-06,2036-07-18
5182,ENVB,INFORMATION TECHNOLOGY,499038,165000,0,,5123,"2,340",,0.0095,Q1 2021,3.06,0.33,0.17,13F,2036-06-07,2036-07-19
5183,AGE,HEALTH CARE,193440,165000,0,,5124,"2,907",-0.01,0.0051,Q4 2018,2.86,0.85,0.69,13F,2036-06-08,2036-07-20
5184,HNNA,FINANCE,16195,164000,0,,5125,"1,690",-0.09,0.0022,Q2 2016,12.26,10.13,9.42,13F,2036-06-09,2036-07-21
5185,LTRN,HEALTH CARE,23074,164000,0,,5126,936,-0.03,0.0021,Q3 2020,17.69,7.15,5.15,13F,2036-06-10,2036-07-22
5186,CMPI,HEALTH CARE,51334,164000,0,,5127,"1,035",-0.01,,Q3 2020,7.34,3.19,,13F,2036-06-11,2036-07-23
5187,LBPH,HEALTH CARE,30669,164000,0,,5128,"12,576",0.69,0.0023,Q2 2021,7.51,5.34,3.09,13F,2036-06-12,2036-07-24
5188,PNBK,FINANCE,9591,163000,0,,5129,468,-0.04,0.0024,Q1 2017,,,,13F,2036-06-13,2036-07-25
5189,HEFA,FINANCE,4792,163000,0,,5130,"6,690",-0.58,,Q4 2014,27.67,33.94,31.01,13F,2036-06-14,2036-07-26
5190,BLCM,HEALTH CARE,75522,163000,0,,5131,135,,0.0088,Q1 2015,97.52,2.16,1.13,13F,2036-06-15,2036-07-27
5191,SWKH,INFORMATION TECHNOLOGY,9604,162000,0,,5132,159,0.01,0.0007,Q2 2020,15.79,16.88,17.7,13F,2036-06-16,2036-07-28
5192,SY,COMMUNICATIONS,81367,161000,0,,5133,"36,845",-0.31,0.0009,Q2 2019,8.1,1.98,0.92,13F,2036-06-17,2036-07-29
5193,ESBK,FINANCE,6970,160000,0,,5134,175,-0.02,,Q1 2017,15.11,22.93,,13F,2036-06-18,2036-07-30
5194,NAII,CONSUMER STAPLES,13849,160000,0,,5135,349,-0.02,0.0023,Q1 2017,11.99,11.52,10.16,13F,2036-06-19,2036-07-31
5195,POAI,HEALTH CARE,163101,160000,0,,5136,"7,776",-0.04,0.0025,Q4 2019,1.29,0.98,0.43,13F,2036-06-20,2036-08-01
5196,IROQ,FINANCE,6753,160000,0,,5137,826,-0.1,0.0021,Q1 2017,22.43,23.65,19.4,13F,2036-06-21,2036-08-02
5197,WHLR,REAL ESTATE,68272,158000,0,,5138,749,-0.01,0.007,Q1 2017,166.51,2.3,2.46,13F,2036-06-22,2036-08-03
5198,OMFL,FINANCE,3326,158000,0,,5139,"3,326",,,Q1 2022,47.6,47.6,40.82,13F,2036-06-23,2036-08-04
5199,BYFC,FINANCE,98407,157000,0,,5140,"11,321",0.13,0.0021,Q1 2017,2.13,1.59,0.96,13F,2036-06-24,2036-08-05
5200,LTBR,ENERGY,18763,157000,0,,5141,882,-0.04,0.0018,Q1 2017,9.64,8.35,4.93,13F,2036-06-25,2036-08-06
5201,ACT,FINANCE,7055,157000,0,,5142,"7,390",-0.51,0,Q3 2021,21.93,22.25,21.34,13F,2036-06-26,2036-08-07
5202,MTMT,INDUSTRIALS,78230,156000,0,,5143,"77,770",169.06,0.0035,Q4 2021,2,2,1.14,13F,2036-06-27,2036-08-08
5203,RMCF,CONSUMER STAPLES,20774,156000,0,,5144,468,-0.02,0.0033,Q1 2017,8.46,7.55,6.94,13F,2036-06-28,2036-08-09
5204,WYY,,41329,156000,0,,5145,"3,604",-0.08,,Q4 2020,,,,13F,2036-06-29,2036-08-10
5205,DLPN,CONSUMER DISCRETIONARY,29772,155000,0,,5146,"11,078",0.59,0.0033,Q2 2021,7.79,5.21,4.39,13F,2036-06-30,2036-08-11
5206,GMBLD,,215336,155000,0,,5147,"2,142",,,Q2 2020,,,,13F,2036-07-01,2036-08-12
5207,NSTS,FINANCE,12872,155000,0,,5148,"12,872",,0.0024,Q1 2022,12.08,12.08,11.19,13F,2036-07-02,2036-08-13
5208,FINW,FINANCE,8871,152000,0,,5149,"8,871",,0.0007,Q1 2022,17.15,17.15,8.91,13F,2036-07-03,2036-08-14
5209,HFBL,FINANCE,7307,151000,0,,5150,375,-0.04,0.0022,Q1 2017,19.49,20.75,20.76,13F,2036-07-04,2036-08-15
5210,BSBK,FINANCE,14016,151000,0,,5151,460,0.03,0.001,Q1 2020,10.19,10.72,11.16,13F,2036-07-05,2036-08-16
5211,SPYD,FINANCE,3413,150000,0,,5152,14,,,Q4 2017,39.29,43.95,38.95,13F,2036-07-06,2036-08-17
5212,IDN,INFORMATION TECHNOLOGY,58416,149000,0,,5153,"1,591",-0.02,0.0031,Q1 2017,7.84,2.55,2.39,13F,2036-07-07,2036-08-18
5213,AUID,INFORMATION TECHNOLOGY,38117,149000,0,,5154,No Change,0,0.0015,Q4 2021,14.03,3.92,3.09,13F,2036-07-08,2036-08-19
5214,REED,CONSUMER STAPLES,493370,148000,0,,5155,"11,239",-0.02,0.0044,Q1 2017,2.36,0.3,0.17,13F,2036-07-09,2036-08-20
5215,IYLD,FINANCE,6549,147000,0,,5156,No Change,0,,Q4 2014,24.37,22.37,19.43,13F,2036-07-10,2036-08-21
5216,BSTZ,FINANCE,5000,147000,0,,5157,No Change,0,0.0001,Q2 2019,20.8,29.37,19.94,13F,2036-07-11,2036-08-22
5217,FGF,FINANCE,53603,146000,0,,5158,99,,0.0058,Q1 2017,4.6,2.72,1.49,13F,2036-07-12,2036-08-23
5218,LOGC,HEALTH CARE,216116,146000,0,,5159,"2,493",-0.01,0.0066,Q4 2018,9.22,0.68,0.38,13F,2036-07-13,2036-08-24
5219,PSTV,,146569,146000,0,,5160,"17,401",0.13,,Q3 2019,,,,13F,2036-07-14,2036-08-25
5220,MDIA,FINANCE,34711,146000,0,,5161,No Change,0,0.011,Q1 2020,4.24,4.18,2.5,13F,2036-07-15,2036-08-26
5221,CRESY,CONSUMER STAPLES,17609,144000,0,,5162,"1,705",-0.08,0.0003,Q4 2016,9.95,8.2,4.28,13F,2036-07-16,2036-08-27
5222,ICCC,HEALTH CARE,14788,143000,0,,5163,673,-0.04,0.0019,Q1 2017,5.78,9.65,8.76,13F,2036-07-17,2036-08-28
5223,SPEM,FINANCE,3663,142000,0,,5164,349,0.1,,Q3 2018,39.26,38.64,33.36,13F,2036-07-18,2036-08-29
5224,NMRD,HEALTH CARE,32474,142000,0,,5165,"1,350",-0.03,0.0013,Q2 2020,8.87,4.37,1.82,13F,2036-07-19,2036-08-30
5225,TCI,REAL ESTATE,3622,141000,0,,5166,184,-0.04,0.0004,Q1 2017,27.91,39.03,41.07,13F,2036-07-20,2036-08-31
5226,DMAC,HEALTH CARE,56439,141000,0,,5167,"2,133",-0.03,0.0021,Q1 2019,6.06,2.5,1.27,13F,2036-07-21,2036-09-01
5227,NBSE,,75425,141000,0,,5168,"3,087",-0.03,,Q3 2019,,,,13F,2036-07-22,2036-09-02
5228,BATL,ENERGY,7548,140000,0,,5169,"1,984",-0.2,0.0005,Q1 2020,8.75,18.58,7.96,13F,2036-07-23,2036-09-03
5229,PEI,REAL ESTATE,14732.23,139000,0,,5170,"1,130",-0.07,0.0027,Q1 2010,11.23,9.45,3.89,13F,2036-07-24,2036-09-04
5230,UONE,COMMUNICATIONS,22317,139000,0,,5171,"1,430",-0.06,0.0025,Q1 2017,8.01,6.25,5.35,13F,2036-07-25,2036-09-05
5231,LOAN,COMMUNICATIONS,21817,138000,0,,5172,841,0.04,0.0019,Q1 2017,6.63,6.35,5.44,13F,2036-07-26,2036-09-06
5232,NOACW,,865915,138000,0,,5173,No Change,0,0.0376,Q1 2021,0.8,0.16,0.06,13F,2036-07-27,2036-09-07
5233,AUROW,,92882,138000,0,,5174,271,,,Q4 2021,,,,13F,2036-07-28,2036-09-08
5234,BKTI,INFORMATION TECHNOLOGY,53632,137000,0,,5175,"1,539",-0.02,0.0029,Q1 2017,3.85,2.55,2.4,13F,2036-07-29,2036-09-09
5235,IGM,INFORMATION TECHNOLOGY,352,137000,0,,5176,176,-0.33,,Q4 2021,439.02,388.63,298.88,13F,2036-07-30,2036-09-10
5236,PTNR,UTILITIES AND TELECOMMUNICATIONS,16673,137000,0,,5177,No Change,0,0.0001,Q1 2021,4.77,8.24,7.28,13F,2036-07-31,2036-09-11
5237,SANW,CONSUMER STAPLES,63859,136000,0,,5178,"1,549",-0.02,0.0015,Q3 2016,3.39,2.13,1,13F,2036-08-01,2036-09-12
5238,BTN,INDUSTRIALS,43799,135000,0,,5179,"1,440",-0.03,0.0023,Q1 2017,4.65,3.08,2.45,13F,2036-08-02,2036-09-13
5239,NAVB,HEALTH CARE,171411,135000,0,,5180,"2,754",-0.01,0.0056,Q2 2011,156.17,0.79,0.71,13F,2036-08-03,2036-09-14
5240,SSBK,FINANCE,5817,134000,0,,5181,395,0.07,0.0007,Q3 2021,19.35,23.07,23.5,13F,2036-08-04,2036-09-15
5241,RWLK,HEALTH CARE,115257,133000,0,,5182,"6,536",-0.05,0.0018,Q2 2021,1.68,1.16,1.01,13F,2036-08-05,2036-09-16
5242,RGF,CONSUMER STAPLES,16796,133000,0,,5183,675,-0.03,0.0027,Q4 2021,6.18,7.9,6.65,13F,2036-08-06,2036-09-17
5243,GOGL,ENERGY,10615,132000,0,,5184,"10,615",,0.0001,Q1 2022,12.38,12.38,10.13,13F,2036-08-07,2036-09-18
5244,EDUC,COMMUNICATIONS,17079,132000,0,,5185,"2,174",-0.11,0.002,Q1 2017,9.63,7.75,3.75,13F,2036-08-08,2036-09-19
5245,BBGI,COMMUNICATIONS,74882,132000,0,,5186,"8,246",-0.09,0.0059,Q1 2017,7.22,1.76,1.3,13F,2036-08-09,2036-09-20
5246,MTLS,INFORMATION TECHNOLOGY,6838,132000,0,,5187,"15,498",-0.69,0.0001,Q1 2021,24.89,19.35,13.28,13F,2036-08-10,2036-09-21
5247,IGRO,FINANCE,2027,132000,0,,5188,300,0.17,,Q3 2021,65.26,65.22,55.16,13F,2036-08-11,2036-09-22
5248,ACTDW,,99080,132000,0,,5189,288,,,Q4 2021,,,,13F,2036-08-12,2036-09-23
5249,TCBS,FINANCE,6900,131000,0,,5190,333,-0.04,0.0021,Q3 2021,15.69,18.98,16.2,13F,2036-08-13,2036-09-24
5250,MNDO,INFORMATION TECHNOLOGY,44344,130000,0,,5191,"1,839",0.04,0.0022,Q1 2017,3.06,2.93,2.35,13F,2036-08-14,2036-09-25
5251,SIFY,COMMUNICATIONS,43341,130000,0,,5192,"2,465",-0.05,0.0002,Q1 2021,3.43,2.99,2.04,13F,2036-08-15,2036-09-26
5252,MSVB,FINANCE,8789,130000,0,,5193,389,-0.04,0.0031,Q2 2019,14.82,14.79,14,13F,2036-08-16,2036-09-27
5253,GHSI,HEALTH CARE,560521,130000,0,,5194,"2,613",,0.0091,Q1 2021,2.4,0.23,0.15,13F,2036-08-17,2036-09-28
5254,VYM,FINANCE,1145,129000,0,,5195,415,0.56,,Q4 2015,99.03,112.25,100.15,13F,2036-08-18,2036-09-29
5255,VDC,FINANCE,658,129000,0,,5196,No Change,0,,Q4 2015,141.38,195.91,186.61,13F,2036-08-19,2036-09-30
5256,VVOS,HEALTH CARE,48135,129000,0,,5197,"2,313",-0.04,0.0021,Q1 2021,4.63,2.68,1.47,13F,2036-08-20,2036-10-01
5257,KEQU,HEALTH CARE,8746,127000,0,,5198,324,-0.03,0.0031,Q1 2017,19.84,14.5,17.3,13F,2036-08-21,2036-10-02
5258,PNRG,ENERGY,1858,127000,0,,5199,94,-0.04,0.0009,Q1 2017,116.9,69.48,77.63,13F,2036-08-22,2036-10-03
5259,BBAR,FINANCE,35419,126000,0,,5200,"3,622",-0.09,0.0002,Q1 2017,11.85,3.55,2.15,13F,2036-08-23,2036-10-04
5260,DWSN,ENERGY,53599,125000,0,,5201,"339,697",-0.86,0.0023,Q4 2015,6.04,2.33,1.44,13F,2036-08-24,2036-10-05
5261,VERO,,87086,125000,0,,5202,"3,015",-0.03,,Q4 2019,,,,13F,2036-08-25,2036-10-06
5262,RBKB,FINANCE,12213,124000,0,,5203,645,0.05,0.0011,Q1 2019,11.02,10.16,9.15,13F,2036-08-26,2036-10-07
5263,RWO,REAL ESTATE,2282,123000,0,,5204,No Change,0,,Q4 2015,46.9,54.01,43.24,13F,2036-08-27,2036-10-08
